identifier	precision	rs_classification	probas
EFO:0002504	high	01-disease-subtype	[0.9978707959698169, 0.0021285907195439054, 6.133106391304859e-07]
EFO:0002507	medium	02-disease-root	[0.0037548222881841984, 0.9962445093270839, 6.683847319346997e-07]
EFO:0002509	medium	02-disease-root	[0.001729316482618326, 0.9981594974994245, 0.0001111860179572057]
EFO:0002510	high	01-disease-subtype	[0.9997455471636638, 0.0002517546716925287, 2.6981646435994046e-06]
EFO:0002511	high	01-disease-subtype	[0.9998954639223387, 0.00010386403956484543, 6.720380962882137e-07]
EFO:0002517	high	01-disease-subtype	[0.9999454293685898, 5.337194077720555e-05, 1.1986906331761478e-06]
EFO:0002608	medium	02-disease-root	[0.00045134820447696023, 0.9995409842576543, 7.667537868795624e-06]
EFO:0002609	medium	02-disease-root	[0.00040581868374534356, 0.9991936327382236, 0.0004005485780311481]
EFO:0002610	medium	02-disease-root	[0.0008247572931885574, 0.9991744731795448, 7.695272665612671e-07]
EFO:0002612	high	01-disease-subtype	[0.9987299219124474, 0.0012521332586054273, 1.7944828947343588e-05]
EFO:0002613	high	01-disease-subtype	[0.9999040805783057, 9.584091790570177e-05, 7.850378863882885e-08]
EFO:0002615	medium	02-disease-root	[0.0017125725324415087, 0.9982853368483565, 2.0906192018979634e-06]
EFO:0002616	high	01-disease-subtype	[0.999207225243895, 0.0007920572027581074, 7.17553346959799e-07]
EFO:0002617	high	01-disease-subtype	[0.9974309850183513, 0.002557543764520652, 1.1471217128084817e-05]
EFO:0002618	medium	02-disease-root	[0.003929214408620879, 0.9957136481613781, 0.0003571374300009016]
EFO:0002621	high	01-disease-subtype	[0.998495924091804, 0.0011231197378818222, 0.0003809561703141277]
EFO:0002622	medium	02-disease-root	[0.000383191233137353, 0.9996078375055127, 8.971261349874492e-06]
EFO:0002623	high	01-disease-subtype	[0.9991215569996694, 0.0008177552567203199, 6.068774361020875e-05]
EFO:0002626	low	03-disease-area	[1.1979289892036325e-05, 0.0001681115730945266, 0.9998199091370134]
EFO:0002627	medium	02-disease-root	[0.001691602856873238, 0.9982665936298085, 4.180351331819402e-05]
EFO:0002628	high	01-disease-subtype	[0.9984092172837785, 0.0015907512844271913, 3.143179430119431e-08]
EFO:0002629	high	01-disease-subtype	[0.9992683955041524, 0.0006315695730494678, 0.00010003492279812032]
EFO:0002630	low	03-disease-area	[2.389964604129176e-06, 0.001502204930074208, 0.9984954051053216]
EFO:0002686	medium	02-disease-root	[0.0012013074345455037, 0.9987785618249421, 2.0130740512426696e-05]
EFO:0002687	medium		[8.177280479481924e-05, 0.99969009438861, 0.00022813280659524297]
EFO:0002689	medium	02-disease-root	[0.000684206618084488, 0.9993146156957436, 1.1776861718967926e-06]
EFO:0002890	high	01-disease-subtype	[0.9977660765816914, 0.0019639947719069404, 0.0002699286464017448]
EFO:0002892	low	03-disease-area	[7.570135128279753e-05, 0.0011846509720793393, 0.9987396476766378]
EFO:0002893	high	01-disease-subtype	[0.9973314440258656, 0.0014860410575287023, 0.001182514916605655]
EFO:0002894	high	01-disease-subtype	[0.9998237507188085, 0.00017575520296363024, 4.940782279096735e-07]
EFO:0002913	medium	02-disease-root	[0.002388818202225966, 0.9974325163919623, 0.000178665405811774]
EFO:0002914	high	01-disease-subtype	[0.9985914720369584, 0.000608533540941151, 0.0007999944221005863]
EFO:0002916	high	01-disease-subtype	[0.9993564049831933, 0.0004908491605663856, 0.00015274585624012237]
EFO:0002917	high	01-disease-subtype	[0.999957800446307, 3.877160729488094e-05, 3.427946397949229e-06]
EFO:0002918	high	01-disease-subtype	[0.9978771113491968, 0.0010687108416667962, 0.0010541778091364582]
EFO:0002919	low	03-disease-area	[0.0011799373272121823, 0.00020097918881023633, 0.9986190834839777]
EFO:0002920	high	01-disease-subtype	[0.999939620666267, 5.172542930108105e-05, 8.653904431885567e-06]
EFO:0002921	high	01-disease-subtype	[0.9994980490499266, 0.0004908309253887832, 1.1120024684802388e-05]
EFO:0002938	high	01-disease-subtype	[0.9999296553528773, 5.709578181403636e-05, 1.3248865308796847e-05]
EFO:0002939	medium	02-disease-root	[0.0011414139484481442, 0.9988161543444111, 4.2431707140752456e-05]
EFO:0002945	high	01-disease-subtype	[0.994811449013281, 0.001121712657364452, 0.004066838329354515]
EFO:0002970	low	03-disease-area	[1.7304465378495382e-06, 2.8602104431294976e-05, 0.9999696674490308]
EFO:0003014	low	03-disease-area	[0.00017004333676283153, 0.0019558201198440982, 0.9978741365433931]
EFO:0003016	high	01-disease-subtype	[0.9999849273854184, 1.4771199167438899e-05, 3.0141541414986437e-07]
EFO:0003017	high	01-disease-subtype	[0.9999611703359458, 3.881688179162648e-05, 1.2782262418557844e-08]
EFO:0003025	high	01-disease-subtype	[0.9992261176219983, 0.0007712593601211084, 2.623017880716449e-06]
EFO:0003026	high	01-disease-subtype	[0.9999996719821392, 3.270463723023644e-07, 9.71488306310724e-10]
EFO:0003027	high	01-disease-subtype	[0.999997633431301, 2.363366874344865e-06, 3.2018246541483685e-09]
EFO:0003028	high	01-disease-subtype	[0.9999982845181293, 1.7109982156006908e-06, 4.4836551787570886e-09]
EFO:0003029	high	01-disease-subtype	[0.9999978911449008, 2.1053048125179586e-06, 3.550286830514892e-09]
EFO:0003030	medium	02-disease-root	[7.246966901917932e-05, 0.9991323563136145, 0.0007951740173661847]
EFO:0003032	medium	02-disease-root	[0.0025330066284032374, 0.9974663499618875, 6.43409709155308e-07]
EFO:0003033	medium	02-disease-root	[2.4922925863865234e-06, 0.9986651324183201, 0.0013323752890935627]
EFO:0003035	high	01-disease-subtype	[0.9992580274385214, 0.0006618688586704442, 8.010370280805709e-05]
EFO:0003047	medium	02-disease-root	[0.001163420902370212, 0.9988358462407949, 7.328568348852966e-07]
EFO:0003050	high	01-disease-subtype	[0.9991351792078713, 0.0008522111515781522, 1.2609640550640418e-05]
EFO:0003060	medium	02-disease-root	[0.0021093109036798246, 0.9975688251330231, 0.0003218639632968987]
EFO:0003063	high	01-disease-subtype	[0.9980918728803594, 0.001895019563588134, 1.3107556052473174e-05]
EFO:0003073	high	01-disease-subtype	[0.9993840848731763, 0.0006093556111378185, 6.55951568584511e-06]
EFO:0003075	medium	02-disease-root	[1.5469601083493638e-05, 0.9999681231355251, 1.6407263391400298e-05]
EFO:0003083	high	01-disease-subtype	[0.9999908306402402, 9.167423654377808e-06, 1.936105583591492e-09]
EFO:0003084	high	01-disease-subtype	[0.9999968224952969, 3.1739180286818323e-06, 3.5866743996950005e-09]
EFO:0003085	high	01-disease-subtype	[0.999732178857259, 0.000267774913233721, 4.6229507258339394e-08]
EFO:0003086	low	03-disease-area	[7.616412224418812e-07, 0.0001718069480688445, 0.9998274314107087]
EFO:0003094	medium	02-disease-root	[0.0004087346126368552, 0.9995356794251196, 5.558596224348431e-05]
EFO:0003095	medium	02-disease-root	[0.0009577520650175663, 0.998868906617471, 0.00017334131751155736]
EFO:0003096	high	01-disease-subtype	[0.9991705298536198, 0.0008294693914870562, 7.548932239891689e-10]
EFO:0003097	medium	02-disease-root	[2.3419359087419007e-05, 0.9997646096259678, 0.00021197101494483124]
EFO:0003099	medium	02-disease-root	[5.4133021352316154e-05, 0.9998001752613537, 0.0001456917172939658]
EFO:0003100	low	03-disease-area	[2.7836732176458773e-06, 0.0002863608713328439, 0.9997108554554496]
EFO:0003101	high	01-disease-subtype	[0.9999993529722718, 6.042080848592269e-07, 4.2819643442130695e-08]
EFO:0003102	medium	02-disease-root	[0.000945410157310909, 0.999050689482541, 3.900360148134158e-06]
EFO:0003103	low	03-disease-area	[3.3459479933331276e-05, 0.0020217471562836826, 0.9979447933637831]
EFO:0003104	medium	02-disease-root	[0.0007045298193109511, 0.9992085594725841, 8.691070810481326e-05]
EFO:0003105	medium	02-disease-root	[0.0006045157001131614, 0.9988550182572464, 0.0005404660426405398]
EFO:0003106	medium	02-disease-root	[1.8353550403935376e-05, 0.997491950078908, 0.002489696370688035]
EFO:0003108	medium	02-disease-root	[1.2698751339099073e-07, 0.9999998262921439, 4.67203427910608e-08]
EFO:0003110	high	01-disease-subtype	[0.9978742176966534, 0.0021248308612711593, 9.514420755188334e-07]
EFO:0003144	medium	02-disease-root	[7.610279275027584e-05, 0.9991243938338735, 0.0007995033733763243]
EFO:0003145	high	01-disease-subtype	[0.9987137775614978, 0.0012844672312485098, 1.7552072537483903e-06]
EFO:0003146	high	01-disease-subtype	[0.998109745017222, 0.0012101109698362722, 0.0006801440129417334]
EFO:0003147	high	01-disease-subtype	[0.9990697417648428, 0.0009298607432920891, 3.9749186523701965e-07]
EFO:0003148	high	01-disease-subtype	[0.9991959555851203, 0.0007939331915803537, 1.0111223299405805e-05]
EFO:0003149	high	01-disease-subtype	[0.9983716394804398, 0.001620234974882236, 8.12554467800132e-06]
EFO:0003756	medium	02-disease-root	[2.138987920193533e-07, 0.9999840077493817, 1.577835182638705e-05]
EFO:0003757	medium	02-disease-root	[0.0023251233334563295, 0.9976748753222872, 1.344256512541745e-09]
EFO:0003758	medium	02-disease-root	[0.0004598424262934575, 0.9995401423369643, 1.5236742263885634e-08]
EFO:0003759	high	01-disease-subtype	[0.9998178308418485, 0.00018216825531434185, 9.028370670827005e-10]
EFO:0003760	medium	02-disease-root	[0.0006838713191913915, 0.9986378067719557, 0.0006783219088529605]
EFO:0003761	medium	02-disease-root	[1.3937650900240945e-05, 0.9999637036403762, 2.2358708723706426e-05]
EFO:0003763	low	03-disease-area	[6.476401504809159e-08, 5.755963543736807e-06, 0.9999941792724412]
EFO:0003764	high	01-disease-subtype	[0.9986296765713967, 0.001362429353304553, 7.894075298636439e-06]
EFO:0003767	medium	02-disease-root	[1.9247528335464263e-05, 0.9991726466448625, 0.0008081058268019876]
EFO:0003768	medium	02-disease-root	[0.0018465321912633044, 0.9981292873221632, 2.4180486573486715e-05]
EFO:0003769	low	03-disease-area	[1.2199649848931144e-09, 6.450835591187301e-05, 0.9999354904241231]
EFO:0003770	medium	02-disease-root	[0.0008161794752251415, 0.9989259202690692, 0.00025790025570565937]
EFO:0003777	low	03-disease-area	[1.2236301965697407e-08, 9.783420172994926e-05, 0.9999021535619682]
EFO:0003778	medium	02-disease-root	[0.0022578963914199703, 0.9977406434571945, 1.460151385640087e-06]
EFO:0003779	medium	02-disease-root	[0.0008140743383502584, 0.9991853254443903, 6.002172592492e-07]
EFO:0003780	high	01-disease-subtype	[0.9988616472506173, 0.0011383511013287216, 1.6480540179030194e-09]
EFO:0003781	low	03-disease-area	[0.0009544225728868496, 0.0006108290362794349, 0.9984347483908338]
EFO:0003782	low	03-disease-area	[5.919016622690513e-07, 3.172559752450006e-05, 0.9999676825008132]
EFO:0003783	high	01-disease-subtype	[0.9994736417669887, 0.0005263559400837983, 2.2929275875245244e-09]
EFO:0003802	high	01-disease-subtype	[0.9994476599385196, 0.000552331591886144, 8.4695944284387e-09]
EFO:0003811	high	01-disease-subtype	[0.999621865234041, 0.00037811214677628877, 2.261918275827155e-08]
EFO:0003812	high	01-disease-subtype	[0.9998787693865975, 0.00012115840119356462, 7.221220903411523e-08]
EFO:0003817	low	03-disease-area	[4.274193011279289e-08, 1.2023440073909252e-06, 0.9999987549140624]
EFO:0003818	low	03-disease-area	[2.3803917968037893e-08, 1.3406833774986331e-05, 0.999986569362307]
EFO:0003819	medium	02-disease-root	[0.0002860032996834415, 0.9990670951804986, 0.0006469015198178504]
EFO:0003820	low	03-disease-area	[5.964751894564964e-08, 0.00015833292485202769, 0.9998416074276291]
EFO:0003824	low	03-disease-area	[6.224484669897371e-12, 5.023409243119204e-10, 0.9999999994914346]
EFO:0003825	low	03-disease-area	[8.179911471371752e-05, 0.0010935106597720727, 0.9988246902255142]
EFO:0003826	low	03-disease-area	[2.0613872492874596e-09, 1.4127151376967892e-05, 0.9999858707872359]
EFO:0003827	medium	02-disease-root	[0.0006681640784576754, 0.9993235294363165, 8.306485225687187e-06]
EFO:0003828	low	03-disease-area	[5.020162558520808e-08, 2.7489221793560257e-07, 0.9999996749061564]
EFO:0003830	medium	02-disease-root	[0.0014340320392248892, 0.9985242681602808, 4.169980049437171e-05]
EFO:0003832	low	03-disease-area	[4.688810585259547e-06, 0.0015990840354490508, 0.9983962271539658]
EFO:0003833	low	03-disease-area	[4.1690250822455405e-10, 6.153611473805869e-09, 0.9999999934294859]
EFO:0003834	high	01-disease-subtype	[0.9984998238911451, 0.00148278256732004, 1.739354153483466e-05]
EFO:0003835	low	03-disease-area	[8.784309821521546e-06, 6.703557079880609e-05, 0.9999241801193798]
EFO:0003839	low	03-disease-area	[2.1404800267831454e-07, 0.00013261955710908242, 0.9998671663948883]
EFO:0003840	high	01-disease-subtype	[0.9990156500505044, 0.0009838941567156601, 4.5579277982751223e-07]
EFO:0003841	low	03-disease-area	[1.3689955018280124e-09, 0.00015893851489629218, 0.9998410601161083]
EFO:0003844	low	03-disease-area	[1.636005904521186e-05, 0.0025517234699940035, 0.9974319164709606]
EFO:0003846	low	03-disease-area	[2.2261322519868254e-07, 1.8265278496855845e-05, 0.9999815121082779]
EFO:0003849	medium	02-disease-root	[0.00013299832478337012, 0.9978663762736282, 0.0020006254015883444]
EFO:0003850	low	03-disease-area	[2.361503565792921e-12, 3.6866484889232635e-09, 0.99999999631099]
EFO:0003851	low	03-disease-area	[1.4278604669134832e-07, 4.67713714870633e-05, 0.9999530858424662]
EFO:0003852	low	03-disease-area	[6.681703671545144e-06, 0.001045441392394191, 0.9989478769039344]
EFO:0003853	low	03-disease-area	[2.9962866948301696e-11, 1.4107079872217787e-07, 0.9999998588992384]
EFO:0003854	high	01-disease-subtype	[0.9997698181229127, 0.0002301797480879406, 2.128999332534485e-09]
EFO:0003855	medium	02-disease-root	[0.0004969457568817753, 0.9994987922412225, 4.262001895686701e-06]
EFO:0003857	medium	02-disease-root	[0.0023084147223667996, 0.9971330484700711, 0.0005585368075620413]
EFO:0003859	low	03-disease-area	[6.799816485835723e-08, 1.5988404681698306e-06, 0.999998333161367]
EFO:0003860	low	03-disease-area	[1.927382217257323e-09, 5.26477912652774e-06, 0.9999947332934912]
EFO:0003863	low	03-disease-area	[2.3344858251342797e-09, 2.3685365876922747e-05, 0.9999763122996372]
EFO:0003865	low	03-disease-area	[1.116122432782182e-11, 5.254240377414228e-07, 0.999999474564801]
EFO:0003866	low	03-disease-area	[5.4563995264086384e-08, 2.095497105408032e-06, 0.9999978499388993]
EFO:0003867	medium	02-disease-root	[9.509896793703288e-05, 0.9997143139061172, 0.00019058712594577297]
EFO:0003868	low	03-disease-area	[1.1118721189004556e-10, 7.993798215852938e-09, 0.9999999918950145]
EFO:0003869	low	03-disease-area	[1.3019271260819501e-05, 0.0004279299506036951, 0.9995590507781354]
EFO:0003870	medium	02-disease-root	[0.001223383953239618, 0.9967806613376176, 0.001995954709142878]
EFO:0003871	low	03-disease-area	[2.500485084017378e-06, 0.0004865130369955371, 0.9995109864779205]
EFO:0003872	medium	02-disease-root	[0.001437663337636204, 0.9975689626575085, 0.000993374004855333]
EFO:0003873	low	03-disease-area	[2.8509087438903788e-05, 0.0009133311230318553, 0.9990581597895292]
EFO:0003874	medium	02-disease-root	[5.623793507467242e-05, 0.999934837085839, 8.924979086268577e-06]
EFO:0003875	low	03-disease-area	[2.058456576392535e-05, 0.0013115950379511227, 0.9986678203962849]
EFO:0003876	medium	02-disease-root	[0.001260175242605781, 0.9987398074864496, 1.7270944589864336e-08]
EFO:0003877	medium	02-disease-root	[0.0006913732323344537, 0.998880384915972, 0.0004282418516935389]
EFO:0003878	high	01-disease-subtype	[0.9987153563011313, 0.0012817422763425424, 2.9014225262488236e-06]
EFO:0003880	low	03-disease-area	[0.00025459666996336636, 0.0007476984728438164, 0.9989977048571927]
EFO:0003882	medium	02-disease-root	[0.0004615473967553401, 0.9995384213931324, 3.121011207006183e-08]
EFO:0003884	medium	02-disease-root	[6.116556206239804e-05, 0.9981663874629106, 0.001772446975027185]
EFO:0003888	medium	02-disease-root	[0.0006129564922118836, 0.9993833235778532, 3.7199299348241124e-06]
EFO:0003890	low	03-disease-area	[1.6646591646520323e-05, 0.0009184355402250333, 0.9990649178681286]
EFO:0003891	low	03-disease-area	[4.62032109464501e-05, 0.00012687659206056626, 0.999826920196993]
EFO:0003893	low	03-disease-area	[3.991562076403734e-08, 7.666513336572505e-06, 0.9999922935710427]
EFO:0003894	medium	02-disease-root	[0.00027023619934745904, 0.9997296912854062, 7.251524642804048e-08]
EFO:0003895	high	01-disease-subtype	[0.9971519074412178, 0.0028389789370599733, 9.113621722236411e-06]
EFO:0003897	low	03-disease-area	[1.468975355464193e-10, 2.981051733629091e-07, 0.9999997017479291]
EFO:0003898	high	01-disease-subtype	[0.999413910673291, 0.0005860116606855132, 7.766602353124292e-08]
EFO:0003899	medium	02-disease-root	[0.001567041064468956, 0.9981310254546601, 0.0003019334808707916]
EFO:0003900	low	03-disease-area	[9.036452415223089e-06, 0.000874726193566678, 0.9991162373540181]
EFO:0003902	high	01-disease-subtype	[0.9988889281145202, 0.0011095802275672725, 1.4916579125441037e-06]
EFO:0003911	medium	02-disease-root	[0.001675446469039578, 0.998303257292897, 2.1296238063194745e-05]
EFO:0003914	medium	02-disease-root	[0.000423363364069434, 0.9975823272116582, 0.0019943094242723023]
EFO:0003918	high	01-disease-subtype	[0.998297236746627, 0.0016744523189020965, 2.8310934470982787e-05]
EFO:0003921	medium	02-disease-root	[0.0009557309121777997, 0.9990249159249387, 1.935316288358735e-05]
EFO:0003928	high	01-disease-subtype	[0.9981928757893018, 0.0017994996911523176, 7.6245195458462466e-06]
EFO:0003929	high	01-disease-subtype	[0.9989923389475166, 0.001007658971614687, 2.0808686241419127e-09]
EFO:0003931	low	03-disease-area	[5.695678356803489e-08, 1.4327812267079918e-05, 0.9999856152309493]
EFO:0003932	high	01-disease-subtype	[0.9980688187303679, 0.0019304403796385609, 7.408899934766307e-07]
EFO:0003938	medium	02-disease-root	[0.0009517367053698046, 0.9990301751434238, 1.8088151206472673e-05]
EFO:0003943	high	01-disease-subtype	[0.9977068621176067, 0.002284247350255522, 8.890532137737874e-06]
EFO:0003944	medium	02-disease-root	[0.003844218223985413, 0.9961496060840258, 6.175691988963681e-06]
EFO:0003948	medium	02-disease-root	[1.4853750515908046e-05, 0.9997819550134993, 0.00020319123598483288]
